Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
5.61,3.14,12.21,"Red",13,6,False
8.62,1.18,14.14,"Pink",14,15,False
6.23,1.83,8.12,"Pink",11,15,False
7.91,2.93,13.47,"Orange",13,3,False
2.99,1.62,15.69,"Red",5,7,False
8.0,2.24,7.94,"Blue",16,15,True
6.19,5.91,12.1,"Green",4,4,True
8.96,3.14,10.45,"Yellow",8,13,False
3.38,1.28,13.15,"Blue",12,4,False
6.9,2.37,9.39,"Purple",15,15,False
6.81,2.17,13.02,"Red",13,4,True
6.65,1.82,10.38,"Yellow",1,14,False
11.3,1.14,8.67,"Pink",15,1,True
9.67,3.82,8.16,"Purple",9,8,False
2.34,3.12,14.76,"Purple",11,1,False
3.57,3.17,10.62,"Red",9,9,False
3.46,3.87,12.05,"Pink",5,2,False
9.37,3.88,8.7,"Orange",5,3,False
8.27,2.1,10.22,"Blue",10,12,False
6.63,2.86,12.24,"Yellow",3,15,False
8.69,1.32,14.58,"Purple",13,5,False
11.94,3.39,14.78,"Yellow",12,2,True
2.94,3.36,8.28,"Green",3,1,False
3.39,2.26,13.35,"Red",8,8,False
5.95,1.67,10.64,"Purple",12,7,False
3.45,4.71,14.44,"Red",13,11,True
6.61,1.93,15.28,"Orange",11,9,False
5.9,2.95,12.14,"Green",4,5,False
2.44,2.75,9.77,"Purple",14,8,False
3.68,2.12,14.83,"Pink",11,15,False
9.95,1.17,14.97,"Pink",10,7,False
7.4,1.22,8.2,"Red",3,1,False
7.66,1.93,9.17,"Blue",6,7,False
6.83,5.8,11.9,"Purple",10,12,True
7.19,1.32,14.99,"Yellow",1,6,False
8.26,3.36,8.69,"Purple",2,6,False
9.15,2.48,15.17,"Pink",11,7,False
5.73,2.18,13.8,"Green",3,8,False
3.9,1.8,13.31,"Red",4,8,False
8.25,1.67,8.1,"Green",8,12,False
9.53,2.26,11.06,"Pink",6,11,False
3.93,1.13,14.5,"Purple",2,12,False
8.58,3.43,7.72,"Green",10,1,True
7.07,1.79,8.74,"Blue",2,8,False
8.75,1.95,10.27,"Pink",11,6,False
8.78,3.55,11.04,"Green",11,9,False
9.16,3.0,10.64,"Purple",11,2,False
3.95,2.92,10.6,"Orange",2,14,False
5.42,3.58,15.55,"Yellow",7,4,False
2.4,2.82,14.2,"Red",3,1,False
4.06,2.48,11.18,"Orange",15,1,False
8.57,3.29,8.21,"Orange",9,1,False
10.94,2.83,15.29,"Orange",4,2,True
6.46,2.85,12.31,"Purple",3,3,False
11.12,2.35,14.41,"Green",14,14,True
6.56,3.26,13.46,"Yellow",13,11,False
8.44,3.14,12.72,"Purple",12,7,True
3.45,1.46,11.31,"Orange",8,15,False
7.02,2.99,11.72,"Purple",15,5,False
2.44,1.02,15.68,"Yellow",3,6,False
9.02,3.78,9.75,"Red",15,1,False
8.17,1.88,8.54,"Orange",7,4,False
6.87,3.31,15.84,"Pink",10,6,False
8.14,1.37,9.89,"Pink",14,2,False
8.68,3.2,12.44,"Blue",14,8,True
5.07,3.66,11.67,"Yellow",2,13,False
6.36,3.24,9.51,"Purple",6,3,True
8.91,2.59,11.71,"Pink",2,4,False
6.44,3.61,11.48,"Green",18,3,True
3.53,1.48,8.87,"Pink",6,3,False
7.12,3.82,13.53,"Yellow",12,6,False
3.61,1.52,15.6,"Blue",6,6,False
8.96,3.45,8.24,"Red",14,6,False
8.6,1.37,12.53,"Yellow",3,6,False
5.79,2.39,8.04,"Blue",5,13,False
2.3,3.73,12.53,"Yellow",6,12,False
3.97,2.36,10.78,"Pink",2,8,False
9.42,3.17,14.22,"Yellow",2,13,False
2.89,2.62,13.66,"Pink",9,14,False
7.76,2.06,15.52,"Pink",10,14,False
2.6,3.04,12.87,"Purple",9,9,False
4.11,1.16,12.33,"Yellow",10,6,False
4.85,2.15,8.72,"Yellow",10,9,False
8.3,2.09,10.34,"Yellow",10,11,False
4.0,3.85,9.33,"Green",6,6,False
8.66,3.83,15.66,"Orange",13,7,False
3.23,1.57,11.61,"Purple",8,11,False
4.56,1.98,14.32,"Yellow",2,12,False
7.92,3.84,9.83,"Purple",5,8,True
6.76,3.43,14.43,"Yellow",1,12,True
3.83,1.9,14.86,"Red",6,14,False
8.92,2.02,12.2,"Blue",13,9,False
8.06,2.26,15.95,"Red",13,6,False
4.29,2.56,13.17,"Purple",3,13,False
2.92,3.99,12.2,"Red",13,14,True
7.71,3.32,14.96,"Red",9,8,False
4.92,3.13,9.65,"Orange",3,14,False
8.85,2.91,8.73,"Yellow",5,12,False
9.56,1.64,13.93,"Orange",9,5,False
2.66,1.82,13.81,"Blue",8,8,False
8.35,3.45,13.95,"Green",10,4,False
7.95,3.1,8.59,"Red",8,1,False
9.16,1.67,11.72,"Blue",11,15,False
9.58,1.34,8.17,"Pink",1,4,False
4.59,1.69,14.97,"Green",13,13,False
9.51,3.05,12.86,"Green",15,13,False
6.42,3.64,12.89,"Orange",2,8,False
3.67,1.41,15.58,"Green",15,14,False
3.9,5.46,8.82,"Yellow",14,15,True
2.92,3.04,8.46,"Blue",1,2,False
4.26,3.95,14.42,"Blue",10,3,False
7.7,3.36,8.04,"Orange",9,7,False
9.19,3.42,10.73,"Orange",7,9,False
3.1,2.32,11.64,"Red",6,5,False
2.15,2.59,15.99,"Pink",10,1,False
9.87,3.9,11.42,"Yellow",15,3,False
5.36,3.78,9.56,"Green",15,8,False
2.33,1.1,10.63,"Yellow",12,3,False
8.21,3.14,13.74,"Green",6,11,False
5.15,1.3,9.35,"Purple",5,15,False
9.47,3.25,12.17,"Yellow",9,15,False
3.34,2.79,13.87,"Green",8,11,False
4.59,1.63,11.94,"Blue",14,4,False
8.86,1.59,11.12,"Blue",3,11,False
3.98,2.41,7.16,"Orange",4,17,True
9.57,1.12,13.0,"Pink",4,10,False
2.42,1.37,15.47,"Yellow",8,8,False
7.65,1.16,9.42,"Yellow",3,12,False
9.09,3.9,13.81,"Orange",10,12,True
3.52,2.36,14.86,"Yellow",10,4,False
3.33,2.02,14.32,"Pink",1,11,False
8.5,1.15,15.1,"Purple",2,1,False
9.87,3.5,12.01,"Red",14,1,False
5.85,2.74,15.4,"Yellow",5,4,False
2.52,3.31,10.4,"Pink",13,3,False
3.87,3.43,10.48,"Orange",11,14,False
8.86,2.0,11.29,"Pink",12,12,True
10.75,2.15,8.96,"Purple",1,13,True
7.73,3.6,14.7,"Yellow",9,8,False
6.84,3.31,13.46,"Blue",6,2,False
4.54,2.04,13.95,"Red",13,10,False
7.08,3.08,15.96,"Green",4,3,False
6.77,2.78,13.37,"Pink",13,6,False
8.65,1.69,12.53,"Orange",2,7,False
3.3,3.95,9.77,"Green",3,9,False
5.4,3.7,12.75,"Green",3,11,False
6.6,2.86,10.15,"Yellow",11,6,False
5.21,1.49,13.32,"Pink",16,10,True
4.67,3.51,9.72,"Red",3,2,False
5.89,2.63,15.26,"Pink",5,13,False
9.72,4.0,10.52,"Pink",1,6,False
3.62,2.81,13.81,"Yellow",15,13,False
9.9,3.08,10.4,"Orange",2,12,False
9.48,3.36,12.59,"Purple",3,6,False
9.48,3.49,14.38,"Purple",14,11,False
3.04,2.74,8.18,"Green",7,14,False
2.66,2.02,10.1,"Purple",14,8,False
6.79,2.51,8.73,"Red",2,5,False
4.74,1.71,15.98,"Orange",1,4,False
2.16,3.85,8.04,"Purple",1,1,False
3.75,3.56,15.62,"Green",10,14,False
8.47,1.71,14.92,"Pink",15,14,False
5.86,2.65,12.08,"Yellow",12,7,False
9.34,1.33,12.74,"Yellow",14,12,False
2.24,1.66,13.96,"Pink",12,9,False
3.7,1.3,11.73,"Yellow",6,5,False
5.15,3.1,13.57,"Orange",15,10,False
4.92,3.3,12.4,"Blue",7,14,False
3.44,3.47,8.03,"Yellow",6,6,False
9.01,1.19,13.5,"Purple",4,5,False
9.2,2.73,10.03,"Red",1,7,False
4.05,2.25,12.22,"Orange",1,15,False
8.33,3.27,13.04,"Blue",2,11,False
4.35,2.3,12.92,"Purple",6,13,False
2.1,1.99,10.07,"Orange",4,12,False
4.57,3.11,12.75,"Blue",15,9,False
6.47,1.54,9.89,"Pink",6,13,False
9.6,2.96,14.21,"Pink",14,9,False
8.7,1.61,10.77,"Orange",12,9,False
2.8,3.08,11.98,"Blue",5,3,False
4.39,3.55,15.62,"Blue",2,14,False
9.59,1.44,8.59,"Orange",10,2,False
7.87,2.09,9.91,"Purple",1,8,False
4.29,3.39,12.25,"Pink",10,5,False
3.31,1.24,10.09,"Pink",1,10,False
8.32,2.77,9.97,"Pink",9,1,False
3.82,3.67,12.57,"Blue",11,8,False
6.32,2.63,9.51,"Green",2,2,False
5.21,1.56,11.5,"Pink",13,14,False
6.73,1.14,11.95,"Green",18,19,True
3.44,3.95,12.34,"Orange",14,10,False
8.91,3.22,10.12,"Red",2,1,False
5.36,3.55,15.45,"Purple",6,11,False
3.04,1.43,13.4,"Pink",6,12,False
6.62,3.49,13.09,"Red",14,3,False
9.24,2.46,11.89,"Red",6,10,False
9.06,2.63,10.84,"Blue",3,13,False
6.55,2.78,10.11,"Red",8,9,False
8.02,1.48,10.76,"Green",9,13,False
5.12,3.38,13.0,"Blue",7,8,False
6.45,2.88,9.23,"Red",11,3,False
8.54,2.35,14.68,"Blue",10,2,False
2.74,4.19,8.12,"Purple",16,5,True
2.72,1.28,8.76,"Red",5,12,False
7.1,2.22,13.53,"Blue",15,13,False
4.37,3.87,14.3,"Pink",7,6,False
5.81,1.18,8.03,"Blue",7,10,True
4.85,2.62,14.84,"Purple",3,8,False
4.72,1.95,12.14,"Yellow",15,6,False
2.84,3.31,8.04,"Red",1,1,False
8.48,1.77,15.35,"Pink",9,3,False
4.4,3.55,13.26,"Blue",15,9,False
8.65,3.2,10.64,"Yellow",6,5,False
2.83,3.56,13.81,"Orange",9,9,False
2.68,2.34,13.95,"Orange",8,4,False
7.67,3.82,13.33,"Green",2,6,False
3.32,3.81,15.47,"Red",10,10,False
7.67,2.79,12.27,"Blue",6,6,False
6.83,2.97,10.66,"Pink",6,1,False
9.05,1.88,4.05,"Red",11,15,True
9.09,2.99,8.42,"Purple",8,7,False
5.65,3.26,10.62,"Green",13,9,False
8.95,2.21,9.81,"Red",12,1,False
6.85,3.31,15.49,"Orange",2,10,False
8.19,3.32,10.03,"Green",11,2,False
7.19,2.41,6.06,"Red",1,9,True
5.41,3.6,9.73,"Pink",3,3,False
2.72,2.76,12.63,"Yellow",7,11,True
7.9,3.88,10.46,"Yellow",8,3,False
5.1,1.16,11.71,"Blue",10,6,True
3.85,1.71,12.27,"Blue",1,4,False
6.51,2.97,15.14,"Green",5,15,False
6.2,5.49,6.03,"Orange",10,10,True
9.42,3.66,11.33,"Purple",15,4,False
3.55,1.9,15.44,"Pink",12,5,False
3.9,2.17,12.41,"Orange",11,9,False
5.95,2.34,8.65,"Orange",13,11,False
7.17,2.75,10.05,"Red",13,14,False
9.69,1.18,11.9,"Green",1,7,False
6.41,2.37,11.33,"Orange",5,13,False
8.38,1.21,15.93,"Green",12,7,False
5.58,2.34,14.7,"Blue",6,11,False
8.04,2.29,12.47,"Green",10,19,True
8.3,1.04,12.31,"Purple",11,10,False
9.28,1.21,14.92,"Red",1,1,False
3.91,2.92,9.0,"Green",1,9,False
7.17,1.11,14.09,"Purple",8,2,False
6.86,1.27,12.58,"Yellow",8,6,False
9.68,2.7,14.58,"Orange",4,8,False
5.97,4.04,8.05,"Yellow",15,17,True
3.77,2.78,12.75,"Red",1,4,False
6.11,2.23,14.13,"Yellow",15,12,False
8.05,1.85,15.37,"Yellow",9,15,False
3.22,2.43,11.83,"Pink",10,5,False
3.37,1.89,8.64,"Yellow",14,5,False
2.02,3.05,11.81,"Orange",14,11,False
9.73,5.66,14.98,"Green",14,9,True
5.22,3.28,9.77,"Purple",16,1,True
5.74,2.56,13.98,"Blue",15,8,False
3.47,1.07,8.17,"Blue",12,8,False
6.78,1.57,14.9,"Blue",7,15,False
4.09,1.22,10.53,"Orange",13,8,False
6.35,1.35,15.18,"Yellow",5,12,False
10.54,3.97,12.0,"Pink",14,1,True
8.13,4.96,8.17,"Red",18,11,True
5.47,3.81,10.63,"Purple",13,10,True
3.92,3.25,13.42,"Purple",10,12,False
7.13,3.1,12.27,"Purple",11,12,False
8.71,1.01,8.94,"Red",5,11,False
4.03,2.63,9.72,"Blue",13,1,False
2.66,2.0,10.64,"Blue",6,2,False
4.37,1.15,11.92,"Blue",7,5,False
4.52,1.7,10.08,"Green",7,4,False
5.52,1.48,9.16,"Yellow",11,6,False
5.7,1.45,8.33,"Blue",9,11,False
6.85,5.06,10.4,"Blue",11,11,True
9.93,1.43,13.69,"Blue",11,9,False
2.02,2.29,12.52,"Pink",4,11,False
4.09,2.28,8.72,"Orange",2,4,False
4.27,2.85,14.63,"Orange",2,11,True
7.12,3.61,9.11,"Green",5,14,False
4.52,3.1,5.43,"Pink",2,12,True
5.82,1.96,14.13,"Purple",2,12,False
9.28,3.06,9.64,"Blue",12,2,False
5.43,3.42,9.6,"Orange",12,15,False
8.4,1.69,13.57,"Red",3,8,False
6.15,2.85,12.46,"Yellow",9,3,False
2.76,2.72,11.23,"Pink",6,15,True
2.94,2.41,8.1,"Purple",13,2,False
5.79,1.94,11.8,"Yellow",15,11,False
9.52,3.49,12.88,"Red",9,4,True
3.0,2.26,13.11,"Pink",5,8,False
9.72,3.58,15.11,"Orange",5,7,False
5.86,1.64,8.71,"Yellow",14,9,False
7.2,1.33,13.3,"Purple",10,1,False
8.86,3.43,11.74,"Pink",13,10,False
8.91,1.35,12.68,"Pink",1,6,False
2.87,3.68,12.81,"Pink",2,5,False
8.68,2.73,8.06,"Orange",13,10,False
6.24,3.72,11.61,"Yellow",8,13,False
8.01,1.61,8.98,"Orange",15,2,False
4.98,3.49,9.01,"Purple",1,13,False
6.19,2.25,9.02,"Purple",5,9,False
9.64,3.4,7.58,"Purple",14,9,True
9.73,1.16,9.37,"Yellow",7,12,False
2.8,2.05,10.08,"Orange",10,11,True
4.23,1.14,13.48,"Blue",4,15,False
3.17,3.31,15.77,"Green",15,15,True
9.98,3.92,10.24,"Yellow",6,11,True
6.05,2.77,12.16,"Yellow",14,12,False
2.79,2.53,10.04,"Yellow",9,14,True
6.81,1.9,13.99,"Red",5,6,False
3.32,2.98,10.28,"Yellow",9,7,False
5.65,5.98,8.41,"Yellow",3,15,True
2.69,1.06,10.1,"Yellow",8,1,False
8.74,3.42,13.23,"Blue",6,9,False
3.25,3.9,9.79,"Green",6,14,True
7.07,1.96,14.39,"Yellow",4,11,False
9.52,2.58,12.79,"Red",11,2,False
2.35,2.96,5.05,"Yellow",2,8,True
4.16,1.09,12.35,"Blue",1,8,False
5.01,3.12,13.83,"Orange",3,11,False
2.12,2.93,11.79,"Blue",8,6,False
2.02,4.2,15.99,"Red",8,3,True
9.49,2.42,9.72,"Green",2,6,False
5.27,4.76,9.4,"Green",17,10,True
11.21,3.96,11.73,"Red",16,7,True
6.11,1.5,13.76,"Pink",9,4,False
8.77,2.42,9.78,"Purple",2,15,False
7.62,1.57,15.41,"Blue",11,12,False
4.85,1.94,11.89,"Purple",10,13,False
3.05,3.8,11.35,"Red",9,2,False
4.84,3.17,15.64,"Orange",12,3,False
5.74,1.82,8.11,"Orange",12,12,False
5.63,3.09,12.78,"Blue",12,12,False
8.92,3.69,10.3,"Orange",15,11,False
3.78,3.21,11.59,"Red",6,12,False
2.02,3.16,12.66,"Purple",12,6,True
6.91,3.0,11.8,"Yellow",14,6,False
3.91,1.18,11.17,"Pink",8,2,True
7.0,1.26,13.25,"Blue",4,11,False
5.31,2.42,12.12,"Blue",5,14,False
8.15,1.66,12.21,"Red",6,15,False
3.69,2.93,12.11,"Yellow",7,9,False
3.7,2.51,8.32,"Orange",6,6,False
9.21,3.76,7.35,"Red",15,15,True
5.4,3.89,10.61,"Blue",6,4,False
4.81,3.02,10.63,"Green",4,6,False
8.45,1.47,8.89,"Yellow",1,11,False
3.63,1.18,9.14,"Blue",8,9,False
11.06,1.49,9.64,"Pink",14,16,True
9.81,3.82,13.96,"Pink",13,2,True
9.3,4.11,5.26,"Red",17,13,True
2.16,1.58,12.93,"Yellow",8,1,False
7.21,1.66,10.7,"Orange",9,2,False
8.25,3.57,10.48,"Purple",8,7,False
6.19,3.76,11.52,"Yellow",3,14,False
9.36,1.69,14.06,"Purple",4,11,False
8.91,2.42,10.19,"Red",17,15,True
7.72,1.74,11.85,"Blue",15,6,False
9.08,3.84,14.62,"Blue",2,11,False
8.28,2.54,12.41,"Red",5,14,False
9.1,3.1,13.06,"Purple",6,4,False
9.86,1.63,12.65,"Pink",15,11,False
5.11,1.74,15.42,"Green",8,11,False
4.54,3.33,9.43,"Orange",14,6,False
7.12,2.84,9.25,"Green",11,5,False
6.72,1.64,15.7,"Yellow",8,3,False
3.19,1.57,11.71,"Green",2,3,False
3.51,2.83,12.8,"Red",15,3,False
6.78,3.94,10.47,"Blue",4,1,False
6.54,2.44,9.88,"Purple",7,4,False
9.98,2.54,12.37,"Yellow",6,2,False
6.1,3.27,14.39,"Yellow",14,5,False
2.66,2.64,8.01,"Green",5,6,False
7.45,2.01,9.79,"Yellow",10,12,True
5.06,3.05,14.98,"Green",7,1,False
4.62,3.86,10.19,"Orange",10,3,False
5.61,3.97,15.96,"Green",4,14,True
8.37,3.03,11.11,"Orange",8,8,False
5.59,3.15,13.45,"Orange",2,10,False
7.92,1.48,11.18,"Pink",13,5,False
8.16,3.76,15.11,"Yellow",7,6,False
6.18,1.26,14.14,"Green",9,11,False
8.46,2.92,15.27,"Green",1,2,False
3.02,2.2,13.48,"Red",2,9,False
6.38,5.88,8.56,"Pink",7,8,True
7.26,3.76,13.27,"Yellow",9,11,False
6.58,1.93,13.71,"Green",11,7,True
9.64,3.52,9.65,"Orange",9,8,False
5.27,1.25,15.22,"Red",14,9,False
3.17,1.23,13.63,"Purple",7,3,False
5.8,1.78,15.03,"Green",8,4,False
8.77,1.88,12.99,"Orange",2,9,False
2.75,3.5,13.72,"Pink",6,5,False
7.02,2.76,14.57,"Pink",14,5,False
9.9,2.43,14.29,"Red",11,15,False
10.23,3.59,11.43,"Yellow",15,1,True
9.08,3.92,12.56,"Pink",14,10,False
4.6,1.32,15.05,"Purple",14,9,False
2.0,1.73,15.61,"Orange",13,14,False
4.55,3.26,16.0,"Yellow",5,9,False
2.11,1.09,13.86,"Blue",5,3,False
6.26,2.61,11.8,"Yellow",6,3,False
3.98,1.35,12.74,"Purple",1,7,False
3.95,2.35,15.5,"Red",10,15,False
9.15,2.2,12.23,"Blue",9,11,False
6.04,1.98,9.55,"Blue",7,11,False
5.27,5.96,14.06,"Yellow",9,1,True
3.98,1.46,13.35,"Yellow",4,14,False
9.57,2.49,11.71,"Red",1,3,False
8.55,1.36,10.33,"Yellow",14,2,False
9.06,1.68,14.55,"Pink",2,15,False
7.26,1.11,11.17,"Green",8,14,False
2.62,2.69,8.22,"Yellow",15,1,False
4.41,3.89,8.51,"Pink",5,5,False
7.26,3.27,12.54,"Yellow",8,3,False
4.69,3.64,12.68,"Yellow",1,5,False
3.52,3.75,13.71,"Red",1,3,False
9.52,2.49,10.29,"Yellow",13,9,False
3.68,2.54,4.24,"Red",13,8,True
6.89,4.64,10.15,"Orange",7,16,True
7.8,3.28,13.31,"Green",7,3,False
5.08,4.0,8.95,"Pink",7,15,True
8.26,2.38,8.35,"Green",9,14,False
5.16,2.71,9.71,"Purple",15,14,False
3.57,3.56,14.67,"Blue",4,8,False
6.36,2.69,10.38,"Pink",8,11,False
2.21,3.69,13.77,"Yellow",6,3,False
2.53,2.34,11.11,"Green",10,11,False
7.52,3.21,12.28,"Red",1,2,False
3.46,3.55,11.43,"Red",3,13,False
7.43,1.14,9.77,"Yellow",10,11,False
9.16,2.42,15.42,"Purple",4,1,False
9.73,2.58,8.49,"Yellow",1,15,False
8.85,1.06,9.78,"Orange",3,13,False
4.39,2.98,9.6,"Purple",1,11,False
3.7,3.95,8.04,"Pink",1,15,False
9.49,1.9,6.06,"Pink",8,13,True
8.85,1.2,9.59,"Pink",15,7,True
6.13,2.89,9.72,"Blue",4,13,False
2.61,2.89,12.99,"Yellow",11,1,False
7.0,2.03,15.66,"Blue",9,9,False
2.05,3.31,12.06,"Green",10,2,False
4.43,3.08,5.8,"Yellow",9,13,True
4.09,1.45,11.94,"Pink",9,15,False
9.38,3.65,8.82,"Orange",3,11,False
2.97,2.18,14.97,"Orange",5,9,False
4.33,3.68,9.44,"Green",6,3,False
6.94,3.04,14.77,"Red",12,1,False
6.25,3.73,10.47,"Blue",8,15,False
8.37,1.05,11.68,"Green",9,13,False
3.78,1.39,8.51,"Pink",6,17,True
5.35,1.13,9.58,"Green",12,8,False
4.73,3.73,10.72,"Blue",13,6,False
3.96,1.82,12.6,"Blue",2,3,False
3.83,1.02,10.93,"Orange",6,3,False
2.01,1.83,14.3,"Blue",7,7,False
9.85,2.86,14.8,"Pink",2,2,False
5.36,2.72,13.45,"Orange",7,7,False
3.43,2.05,13.2,"Pink",14,4,False
9.95,3.39,15.99,"Blue",7,3,False
4.7,3.6,14.55,"Green",13,15,False
2.21,2.48,10.01,"Purple",7,13,False
2.52,4.05,8.09,"Pink",2,15,True
10.84,2.35,12.77,"Blue",11,11,True
8.49,3.48,13.89,"Orange",5,8,False
3.31,2.62,9.78,"Orange",6,12,False
7.46,3.61,10.26,"Green",13,15,False
3.04,2.77,12.42,"Green",2,13,False
3.15,3.23,8.03,"Yellow",13,14,False
8.5,3.58,14.92,"Purple",10,14,False
8.27,4.9,6.73,"Purple",6,12,True
8.84,1.41,9.46,"Pink",5,3,False
6.66,2.45,9.79,"Purple",3,14,False
4.2,3.65,11.67,"Yellow",14,14,False
11.4,3.6,13.55,"Red",11,6,True
5.09,1.23,13.79,"Green",10,11,False
7.63,1.26,12.86,"Yellow",4,11,False
3.85,1.86,8.58,"Orange",14,13,False
4.76,2.13,11.78,"Blue",14,10,True
10.46,2.24,11.06,"Orange",12,7,True
4.73,2.83,12.41,"Green",5,2,False
7.23,1.33,13.09,"Yellow",9,3,False
7.09,1.52,10.58,"Orange",8,13,False
9.4,1.64,13.04,"Pink",7,3,True
5.13,1.97,10.5,"Pink",5,10,False
4.03,3.66,9.75,"Pink",3,8,False
3.82,3.91,14.76,"Blue",8,7,False
8.46,1.6,9.77,"Green",12,6,True
9.62,2.62,12.69,"Green",10,7,False
2.29,1.95,14.64,"Orange",6,12,False
4.55,2.85,13.38,"Yellow",3,2,False
9.56,3.45,15.31,"Blue",14,3,False
6.58,1.87,14.64,"Pink",5,6,True
8.2,2.43,11.09,"Red",7,12,False
2.5,1.12,8.37,"Blue",10,14,False
6.07,3.23,12.41,"Orange",11,1,True
6.51,1.15,12.16,"Yellow",2,12,False
4.05,3.89,14.07,"Purple",12,8,False
2.18,2.66,9.33,"Red",13,13,True
4.14,3.92,10.96,"Orange",5,1,False
9.34,3.37,5.99,"Blue",9,5,True
9.73,1.06,10.59,"Green",7,10,False
5.22,1.13,9.35,"Pink",7,7,False
7.24,3.52,9.03,"Blue",3,7,False
8.48,2.47,4.19,"Red",5,1,True
3.21,2.02,8.22,"Pink",3,13,False
9.28,1.67,8.54,"Yellow",9,5,False
9.98,2.71,15.88,"Purple",15,11,False
2.59,1.9,13.08,"Purple",12,11,False
3.11,2.13,9.66,"Red",9,10,False
9.19,3.5,12.3,"Orange",13,9,False
9.12,1.37,13.83,"Pink",11,11,False
3.96,2.28,9.55,"Yellow",8,10,False
3.67,2.25,13.7,"Yellow",3,3,False
5.57,2.17,10.12,"Blue",15,9,False
5.24,1.4,13.83,"Blue",15,3,False
7.57,1.89,8.11,"Red",6,8,False
6.08,2.22,8.38,"Purple",11,18,True
2.51,1.05,13.33,"Red",2,7,False
9.73,1.45,10.07,"Yellow",11,4,False
2.05,1.99,8.43,"Green",1,1,False
9.55,1.88,15.42,"Orange",8,12,False
8.59,2.84,11.08,"Pink",14,15,False
8.37,5.69,4.37,"Yellow",7,14,True
2.51,3.25,12.53,"Orange",7,9,False
6.07,4.95,6.39,"Purple",7,11,True
5.12,3.51,13.6,"Red",1,15,False
9.56,1.02,15.93,"Yellow",14,7,False
8.62,1.33,9.3,"Blue",5,15,False
3.94,5.88,4.59,"Yellow",10,16,True
2.6,3.92,11.93,"Purple",12,15,True
9.92,2.19,11.1,"Pink",14,3,False
7.27,1.31,13.7,"Red",5,14,False
4.34,1.45,10.95,"Red",11,10,False
8.77,3.68,15.46,"Red",2,7,True
5.03,2.66,11.87,"Purple",6,10,False
5.61,1.59,12.21,"Green",8,3,False
8.14,1.3,15.77,"Blue",13,6,False
8.53,1.17,14.23,"Purple",14,6,False
3.9,2.21,15.76,"Red",14,2,False
5.23,3.76,12.49,"Purple",14,14,False
7.84,2.27,12.67,"Green",5,5,False
8.1,2.6,8.51,"Orange",13,1,True
8.23,5.34,13.32,"Yellow",2,5,True
5.54,3.11,15.27,"Green",1,1,False
7.11,1.26,12.45,"Purple",12,2,False
2.34,2.9,10.35,"Purple",11,13,False
2.42,2.84,8.9,"Green",2,13,False
5.21,1.56,8.68,"Orange",6,8,True
6.11,1.45,15.69,"Blue",1,9,False
9.63,3.66,8.82,"Red",7,4,False
4.5,4.75,9.55,"Blue",7,19,True
6.56,5.11,13.56,"Yellow",13,9,True
9.84,2.4,15.34,"Green",6,15,False
6.85,1.14,15.86,"Blue",13,6,False
2.61,2.1,13.75,"Pink",4,3,False
4.29,3.7,14.3,"Pink",11,2,False
8.42,3.7,12.0,"Orange",8,2,True
3.09,1.36,8.99,"Green",4,17,True
8.14,3.97,9.66,"Pink",5,8,False
9.35,1.28,12.5,"Orange",4,12,False
2.12,3.22,8.11,"Red",10,15,False
7.69,2.36,11.66,"Red",14,11,False
11.83,2.18,9.42,"Purple",7,4,True
5.59,1.97,9.62,"Blue",10,9,False
2.68,1.15,14.74,"Orange",6,8,False
9.56,3.42,11.52,"Purple",7,13,False
9.3,2.65,9.88,"Red",7,10,False
8.57,2.52,9.24,"Green",4,3,True
7.49,1.26,9.46,"Yellow",12,3,False
2.89,1.89,14.43,"Orange",5,1,False
8.05,3.45,9.0,"Purple",8,10,False
3.8,3.46,9.92,"Yellow",9,2,False
6.0,1.6,11.97,"Pink",4,8,False
5.69,1.47,10.43,"Yellow",13,9,False
9.57,3.93,14.21,"Blue",13,13,False
2.03,1.28,14.56,"Yellow",15,7,False
6.22,1.35,13.23,"Green",12,5,False
9.12,1.4,8.54,"Green",12,3,False
9.12,3.01,11.96,"Green",5,8,False
3.37,2.56,10.71,"Red",10,1,False
8.82,1.35,12.27,"Red",8,1,False
4.07,2.39,11.74,"Red",8,11,False
9.24,1.16,8.8,"Green",9,14,False
3.31,3.59,12.07,"Purple",3,9,False
8.92,2.65,10.96,"Orange",3,4,False
6.43,1.49,15.83,"Purple",8,4,False
4.29,3.46,10.61,"Green",7,6,False
6.71,3.78,15.67,"Red",2,1,False
2.12,1.36,15.79,"Yellow",10,4,False
9.65,3.1,6.5,"Purple",10,7,True
6.31,3.67,7.54,"Pink",15,5,True
8.01,1.66,15.67,"Purple",1,10,False
3.05,2.84,8.92,"Blue",8,9,True
6.41,2.31,14.5,"Pink",9,14,False
4.91,1.35,9.21,"Yellow",5,2,False
8.27,3.16,13.87,"Pink",9,8,False
5.9,1.32,14.54,"Yellow",3,3,True
6.64,2.15,15.5,"Red",5,8,False
4.03,2.97,11.27,"Purple",7,9,False
3.77,3.73,9.35,"Yellow",2,12,False
8.09,3.27,15.54,"Red",3,14,False
4.95,2.61,11.39,"Red",3,4,False
9.46,1.13,8.82,"Orange",5,10,False
5.7,1.2,6.19,"Purple",8,2,True
2.75,2.5,9.69,"Orange",2,8,False
2.83,3.19,10.75,"Blue",7,7,False
